Path
Tirana_Lulishtja_FehmiAgani
Tirana_Lulishtja_FehmiAgani
ErnestKoliqi_Eulexi_ArbenorEAstritDehari Menza_Qerimi_Teknik
Qerimi_Menza_MAShTI Katedralja_Santea_RobertDoll UkshinHoti_BQK_LuanHaradinaj
LuanHaradinaj_BQK_UkshinHoti RobertDoll_Santea_BillClinton
LidhjaPrizrenit_XhamiaLlapitTregu_Parlamenti
RobertDoll_Santea_BillClinton Santea_Katedralja_PTK
Tjegullorja_XhamiaLlapit_XhamiaLlapitTregu MAShTI_Parlamenti_XhamiaLlapitTregu Parlamenti_MAShTI_Menza Menza_Teknik_FehmiLladrovci
BibajSport_RrugaB_MaxiMarket
MaxiMarket_RrugaB_Teknik
ErnestKoliqi_Eulexi_ArbenorEAstritDehari
ImzotNikeprela_PTK_Katedralja PTK_Katedralja_Parking Katedralja_Santea_RobertDoll
ImzotNikeprela_PTK_Katedralja PTK_Katedralja_Menza
LuanHaradinaj_BQK_Garibaldi XhamiaLlapitTregu_Parlamenti_MAShTI
Parlamenti_MAShTI_Menza
Menza_Qerimi_Teknik Qerimi_Menza_MAShTI Menza_MAShTI_Parlamenti
BulevardiDK_PTK_ImzotNikeprela PTK_Katedralja_Menza Katedralja_Menza_MAShTI Menza_MAShTI_Parlamenti MAShTI_Parlamenti_XhamiaLlapitTregu
XhamiaLlapit_Tjegullorja_Zagrebi
AhmetKrasniqi_KomunaRe_Cacttus
XhamiaLlapit_Tjegullorja_Zagrebi
Lakrishte_BillClinton_Santea BillClinton_Santea_Katedralja Santea_Katedralja_Menza
Menza_Qerimi_EnverMaloku
Menza_Qerimi_Teknik Qerimi_Menza_MAShTI Menza_MAShTI_Parlamenti MAShTI_Parlamenti_IbrahimLutfiu
Tirana_Lulishtja_FehmiAgani
Garibaldi_BQK_UkshinHoti RobertDoll_Santea_BillClinton
Santea_Katedralja_Menza Parlamenti_MAShTI_KarlGega
Tirana_Lulishtja_FehmiAgani
Vushtrria_Tjegullorja_Plava
Cacttus_KomunaRe_HotelAdria
Garibaldi_BQK_UkshinHoti RobertDoll_Santea_BillClinton Santea_Katedralja_PTK BulevardiDK_PTK_ImzotNikeprela
FehmiLladrovci_Teknik_RrugaB Teknik_RrugaB_BibajSport
RrugaB_Teknik_Qerimi
ImzotNikeprela_PTK_Katedralja PTK_Katedralja_Menza Katedralja_Santea_BillClinton Santea_BillClinton_Lakrishte
KarlGega_MAShTI_Parlamenti MAShTI_Menza_Katedralja Menza_Katedralja_Santea Katedralja_Santea_RobertDoll
Tuneli_BillClinton_ShtjefenGjeqovi
Tirana_Lulishtja_FehmiAgani
KolegjiRiinvest_Lulishtja_FehmiAgani LuanHaradinaj_BQK_UkshinHoti RobertDoll_Santea_BillClinton Santea_BillClinton_Lakrishte
IbrahimLutfiu_Parlamenti_MAShTI
ElezBerisha_TreguIMadh_KlanKosova
Menza_MAShTI_Parlamenti
Menza_Qerimi_EnverMaloku
Qerimi_Menza_Teknik
PTK_Katedralja_Menza Katedralja_Santea_RobertDoll UkshinHoti_BQK_LuanHaradinaj
XhamiaLlapitTregu_Parlamenti_MAShTI Parlamenti_MAShTI_KarlGega
Menza_Teknik_FehmiLladrovci
Parlamenti_MAShTI_Menza MAShTI_Menza_Teknik ImzotNikeprela_PTK_28Nentori
ArbenorEAstritDehari_Eulexi_ErnestKoliqi
MAShTI_Parlamenti_XhamiaLlapitTregu LuanHaradinaj_BQK_UkshinHoti
Santea_Katedralja_Menza Menza_MAShTI_Parlamenti
Menza_Qerimi_Teknik Qerimi_Teknik_FehmiLladrovci
ErnestKoliqi_Eulexi_ArbenorEAstritDehari FehmiLladrovci_Teknik_Menza
PTK_Katedralja_Menza
LuanHaradinaj_BQK_UkshinHoti
Tirana_Lulishtja_FehmiAgani
Zagrebi_Tjegullorja_Vushtrria Tjegullorja_XhamiaLlapit_VellezeritFazliu
KarlGega_MAShTI_Parlamenti
EnverMaloku_Qerimi_Teknik
Parlamenti_MAShTI_Menza MAShTI_Menza_Teknik Menza_Teknik_FehmiLladrovci
RrugaB_Teknik_Qerimi
BulevardiDK_PTK_ImzotNikeprela PTK_Katedralja_Menza
ShtjefenGjeqovi_BillClinton_Lakrishte Katedralja_Santea_RobertDoll
Tuneli_BillClinton_Santea
ErnestKoliqi_Eulexi_ArbenorEAstritDehari FehmiLladrovci_Teknik_Menza Teknik_Menza_MAShTI MAShTI_Parlamenti_XhamiaLlapitTregu
MAShTI_Parlamenti_XhamiaLlapitTregu
LuanHaradinaj_BQK_UkshinHoti RobertDoll_Santea_BillClinton Santea_Katedralja_PTK BulevardiDK_PTK_ImzotNikeprela
Teknik_Menza_Qerimi Menza_Qerimi_Teknik
Menza_Qerimi_EnverMaloku
Teknik_RrugaB_BibajSport
Menza_Qerimi_Teknik
Parlamenti_MAShTI_Menza MAShTI_Menza_Katedralja Menza_Katedralja_Santea Katedralja_Santea_BillClinton Santea_BillClinton_Lakrishte TreguIMadh_TerminaliDoganor_DeshmoretEPonoshecit ElezBerisha_TreguIMadh_KlanKosova
Qerimi_Menza_MAShTI Menza_Katedralja_Santea
EnverMaloku_Qerimi_HajrullahAbdullahu Katedralja_Santea_BillClinton Santea_BillClinton_Tuneli
Katedralja_Santea_BillClinton Santea_BillClinton_Lakrishte
Santea_Katedralja_Menza Katedralja_Menza_Teknik
Parlamenti_MAShTI_Menza MAShTI_Menza_Katedralja Menza_Teknik_FehmiLladrovci
