Path
Parlamenti_MAShTI_Menza MAShTI_Menza_Katedralja Menza_Teknik_FehmiLladrovci
FehmiLladrovci_Teknik_Menza Teknik_Menza_MAShTI Menza_MAShTI_Parlamenti
MAShTI_Menza_Katedralja Katedralja_Santea_BillClinton Santea_BillClinton_Tuneli
EnverMaloku_Qerimi_Menza
Santea_BillClinton_Tuneli BillClinton_Santea_Katedralja Santea_Katedralja_Menza Menza_MAShTI_Parlamenti
LuanHaradinaj_BQK_UkshinHoti
Parlamenti_MAShTI_Menza MAShTI_Menza_Katedralja Menza_Teknik_FehmiLladrovci
Qerimi_Menza_MAShTI Menza_MAShTI_Parlamenti
MaxiMarket_RrugaB_Teknik
EnverMaloku_Qerimi_Teknik Qerimi_Teknik_FehmiLladrovci
BibajSport_RrugaB_MaxiMarket
KolegjiRiinvest_Lulishtja_Tirana
KarlGega_MAShTI_Parlamenti
Parlamenti_MAShTI_Menza MAShTI_Menza_Teknik Menza_Teknik_FehmiLladrovci
RrugaEUglarit_HajrullahZymi_Dardania
XhamiaLlapit_XhamiaLlapitTregu_LidhjaPrizrenit
MetoBajraktari_XhamiaLlapitTregu_XhamiaLlapit
IbrahimLutfiu_Parlamenti_MAShTI
XhamiaLlapitTregu_XhamiaLlapit_Makovc
VellezeritFazliu_XhamiaLlapit_XhamiaLlapitTregu
Parlamenti_MAShTI_Menza MAShTI_Menza_Teknik
Plava_Tjegullorja_Vushtrria
ImzotNikeprela_PTK_Katedralja
ErnestKoliqi_Eulexi_ArbenorEAstritDehari
BibajSport_RrugaB_MaxiMarket
MAShTI_Menza_Katedralja Katedralja_Santea_BillClinton Santea_BillClinton_Lakrishte
RobertDoll_Santea_BillClinton
Katedralja_Menza_MAShTI
Menza_MAShTI_Parlamenti
EnverMaloku_Qerimi_Menza Menza_MAShTI_Parlamenti
Parlamenti_MAShTI_Menza
Lakrishte_BillClinton_Santea BillClinton_Santea_Katedralja Santea_Katedralja_PTK BulevardiDK_PTK_ImzotNikeprela
XhamiaLlapitTregu_Parlamenti_MAShTI Parlamenti_MAShTI_FakultetiEkonomik Menza_Teknik_FehmiLladrovci
Tirana_Lulishtja_FehmiAgani
UkshinHoti_BQK_LuanHaradinaj UCK_Lulishtja_FehmiAgani
MaxiMarket_RrugaB_Teknik RrugaB_Teknik_FehmiLladrovci
28Nentori_PTK_ImzotNikeprela
RrugaB_Teknik_FehmiLladrovci
